Date,WEETH-USD
2024-07-14,3393.522216796875
2024-07-15,3615.25927734375
2024-07-16,3599.120361328125
2024-07-17,3555.12353515625
2024-07-18,3576.223876953125
2024-07-19,3659.83984375
2024-07-20,3669.1318359375
2024-07-21,3679.01025390625
2024-07-22,3604.157470703125
2024-07-23,3635.34326171875
2024-07-24,3557.51318359375
2024-07-25,3307.571044921875
2024-07-26,3416.7666015625
2024-07-27,3405.04052734375
2024-07-28,3406.251708984375
2024-07-29,3470.008544921875
2024-07-30,3419.83349609375
2024-07-31,3373.701904296875
2024-08-01,3310.068603515625
2024-08-02,3119.972900390625
2024-08-03,3031.524658203125
2024-08-04,2848.405029296875
2024-08-05,2533.853271484375
2024-08-06,2584.76953125
2024-08-07,2452.276611328125
2024-08-08,2801.1103515625
2024-08-09,2706.457275390625
2024-08-10,2722.819580078125
2024-08-11,2674.191162109375
2024-08-12,2811.027587890625
2024-08-13,2833.001220703125
2024-08-14,2784.79248046875
2024-08-15,2685.49853515625
2024-08-16,2719.709716796875
2024-08-17,2730.01806640625
2024-08-18,2754.685791015625
2024-08-19,2737.04736328125
2024-08-20,2710.907470703125
2024-08-21,2750.569091796875
2024-08-22,2743.6318359375
2024-08-23,2899.29150390625
2024-08-24,2886.139892578125
2024-08-25,2910.994384765625
2024-08-26,2811.52197265625
2024-08-27,2614.035888671875
2024-08-28,2634.511474609375
2024-08-29,2643.134765625
2024-08-30,2640.012451171875
2024-08-31,2627.89013671875
2024-09-01,2564.02490234375
2024-09-02,2659.782470703125
2024-09-03,2572.938232421875
2024-09-04,2578.560791015625
2024-09-05,2477.425048828125
2024-09-06,2324.617919921875
2024-09-07,2389.582275390625
2024-09-08,2410.455078125
2024-09-09,2476.316162109375
2024-09-10,2489.173828125
2024-09-11,2454.3251953125
2024-09-12,2468.849609375
2024-09-13,2556.062744140625
2024-09-14,2528.395263671875
2024-09-15,2427.1787109375
2024-09-16,2397.381591796875
2024-09-17,2448.76318359375
2024-09-18,2457.85205078125
2024-09-19,2592.071533203125
2024-09-20,2667.446044921875
2024-09-21,2711.686279296875
2024-09-22,2707.55126953125
2024-09-23,2779.744140625
2024-09-24,2772.844970703125
2024-09-25,2701.8388671875
2024-09-26,2762.83154296875
2024-09-27,2829.857177734375
2024-09-28,2802.767333984375
2024-09-29,2784.277099609375
2024-09-30,2730.847412109375
2024-10-01,2567.98876953125
2024-10-02,2482.68017578125
2024-10-03,2462.78515625
2024-10-04,2541.17578125
2024-10-05,2530.053955078125
2024-10-06,2558.015380859375
2024-10-07,2569.8828125
2024-10-08,2557.94287109375
2024-10-09,2514.84765625
2024-10-10,2504.078369140625
2024-10-11,2569.252685546875
2024-10-12,2603.622802734375
2024-10-13,2587.45458984375
2024-10-14,2760.455810546875
2024-10-15,2725.76513671875
2024-10-16,2747.23046875
2024-10-17,2738.498046875
2024-10-18,2773.961669921875
2024-10-19,2780.45166015625
2024-10-20,2854.436279296875
2024-10-21,2807.507080078125
2024-10-22,2760.962646484375
2024-10-23,2634.64306640625
2024-10-24,2659.3388671875
2024-10-25,2591.256103515625
2024-10-26,2611.620849609375
2024-10-27,2638.75048828125
2024-10-28,2664.722412109375
2024-10-29,2765.571533203125
2024-10-30,2797.899169921875
2024-10-31,2645.28662109375
2024-11-01,2638.974853515625
2024-11-02,2615.335693359375
2024-11-03,2587.0
2024-11-04,2521.30810546875
2024-11-05,2550.482177734375
2024-11-06,2831.610107421875
2024-11-07,3032.4599609375
2024-11-08,3103.103759765625
2024-11-09,3268.1220703125
2024-11-10,3344.4892578125
2024-11-11,3527.9384765625
2024-11-12,3429.9990234375
2024-11-13,3356.14892578125
2024-11-14,3257.748046875
2024-11-15,3251.60888671875
2024-11-16,3300.3017578125
2024-11-17,3237.3359375
2024-11-18,3317.32666015625
2024-11-19,3269.529541015625
2024-11-20,3234.593017578125
2024-11-21,3543.172607421875
2024-11-22,3488.7646484375
2024-11-23,3589.000732421875
2024-11-24,3526.88330078125
2024-11-25,3605.134521484375
2024-11-26,3497.52099609375
2024-11-27,3836.78759765625
2024-11-28,3770.02734375
2024-11-29,3787.7900390625
2024-11-30,3915.270751953125
2024-12-01,3911.314697265625
2024-12-02,3817.326416015625
2024-12-03,3817.410888671875
2024-12-04,4048.327392578125
2024-12-05,4043.90478515625
2024-12-06,4231.45703125
2024-12-07,4220.8232421875
2024-12-08,4212.30029296875
2024-12-09,3995.279541015625
2024-12-10,3850.46435546875
2024-12-11,4042.6484375
2024-12-12,4096.8056640625
2024-12-13,4115.12548828125
2024-12-14,4071.560302734375
2024-12-15,4176.9912109375
2024-12-16,4233.88134765625
2024-12-17,4126.9814453125
2024-12-18,3839.668212890625
2024-12-19,3624.478515625
2024-12-20,3660.69189453125
2024-12-21,3512.420654296875
2024-12-22,3452.58935546875
2024-12-23,3600.240234375
2024-12-24,3686.459228515625
2024-12-25,3678.9541015625
2024-12-26,3510.998291015625
2024-12-27,3507.84326171875
2024-12-28,3584.94189453125
2024-12-29,3540.031494140625
2024-12-30,3540.68017578125
2024-12-31,3533.161865234375
2025-01-01,3539.2841796875
2025-01-02,3639.009521484375
2025-01-03,3809.37451171875
2025-01-04,3859.49560546875
2025-01-05,3843.291259765625
2025-01-06,3890.158203125
2025-01-07,3579.2353515625
2025-01-08,3521.932861328125
2025-01-09,3403.989501953125
2025-01-10,3455.347900390625
2025-01-11,3481.175048828125
2025-01-12,3450.71044921875
2025-01-13,3304.1943359375
2025-01-14,3413.39892578125
2025-01-15,3635.95654296875
2025-01-16,3497.56103515625
2025-01-17,3674.997802734375
2025-01-18,3476.295654296875
2025-01-19,3474.153564453125
2025-01-20,3480.75927734375
2025-01-21,3512.63671875
2025-01-22,3428.264892578125
2025-01-23,3466.5712890625
2025-01-24,3505.228759765625
2025-01-25,3514.291748046875
2025-01-26,3445.84716796875
2025-01-27,3353.997314453125
2025-01-28,3251.88232421875
2025-01-29,3300.520751953125
2025-01-30,3438.4990234375
2025-01-31,3488.07373046875
2025-02-01,3306.4658203125
2025-02-02,3014.886962890625
2025-02-03,2930.551025390625
2025-02-04,2881.814208984375
2025-02-05,2936.470458984375
2025-02-06,2848.386962890625
2025-02-07,2774.017333984375
2025-02-08,2793.0546875
2025-02-09,2780.97314453125
2025-02-10,2814.442138671875
2025-02-11,2759.22412109375
2025-02-12,2877.7578125
2025-02-13,2810.890625
2025-02-14,2895.697021484375
2025-02-15,2853.228271484375
2025-02-16,2827.30322265625
2025-02-17,2911.904296875
2025-02-18,2823.702880859375
2025-02-19,2878.419189453125
2025-02-20,2904.37744140625
2025-02-21,2817.144775390625
2025-02-22,2933.162353515625
2025-02-23,2984.3828125
2025-02-24,2677.354736328125
2025-02-25,2646.365966796875
2025-02-26,2476.8466796875
2025-02-27,2437.31396484375
2025-02-28,2361.534912109375
2025-03-01,2346.220458984375
2025-03-02,2663.49560546875
2025-03-03,2276.07763671875
2025-03-04,2294.910400390625
2025-03-05,2368.64697265625
2025-03-06,2352.642822265625
2025-03-07,2266.43408203125
2025-03-08,2339.0322265625
2025-03-09,2138.102294921875
2025-03-10,1995.3648681640625
2025-03-11,2051.02099609375
2025-03-12,2018.7506103515625
2025-03-13,1979.02783203125
2025-03-14,2035.01025390625
2025-03-15,2067.003173828125
2025-03-16,2002.34130859375
2025-03-17,2048.3017578125
2025-03-18,2051.0927734375
2025-03-19,2176.009765625
2025-03-20,2099.543701171875
2025-03-21,2089.860595703125
2025-03-22,2105.763427734375
2025-03-23,2126.91943359375
2025-03-24,2204.9072265625
2025-03-25,2195.97900390625
2025-03-26,2130.32275390625
2025-03-27,2129.80615234375
2025-03-28,2013.7813720703125
2025-03-29,1938.9378662109375
2025-03-30,1919.7666015625
2025-03-31,1939.77978515625
2025-04-01,2035.3857421875
2025-04-02,1918.057861328125
2025-04-03,1928.8511962890625
2025-04-04,1929.8900146484375
2025-04-05,1914.867919921875
2025-04-06,1677.4093017578125
2025-04-07,1665.81298828125
2025-04-08,1564.765869140625
2025-04-09,1770.4771728515625
2025-04-10,1619.7763671875
2025-04-11,1667.2381591796875
2025-04-12,1751.052001953125
2025-04-13,1696.1085205078125
2025-04-14,1727.133544921875
2025-04-15,1693.0711669921875
2025-04-16,1681.0789794921875
2025-04-17,1685.5133056640625
2025-04-18,1692.2193603515625
2025-04-19,1721.7752685546875
2025-04-20,1687.6456298828125
2025-04-21,1678.9453125
2025-04-22,1868.82861328125
2025-04-23,1915.9315185546875
2025-04-24,1884.3404541015625
2025-04-25,1906.69287109375
2025-04-26,1937.5411376953125
2025-04-27,1913.42041015625
2025-04-28,1919.636474609375
2025-04-29,1909.077880859375
2025-04-30,1913.023193359375
2025-05-01,1962.7503662109375
2025-05-02,1963.0596923828125
2025-05-03,1961.42919921875
2025-05-04,1936.7568359375
2025-05-05,1939.0576171875
2025-05-06,1902.62548828125
2025-05-07,1931.5494384765625
2025-05-08,2330.101806640625
2025-05-09,2495.154541015625
2025-05-10,2714.5927734375
2025-05-11,2669.8447265625
2025-05-12,2655.859130859375
2025-05-13,2865.36669921875
2025-05-14,2785.536376953125
2025-05-15,2707.595947265625
2025-05-16,2719.7294921875
2025-05-17,2640.89013671875
2025-05-18,2658.006591796875
2025-05-19,2691.771728515625
2025-05-20,2690.663330078125
2025-05-21,2718.2109375
2025-05-22,2830.1953125
2025-05-23,2708.957763671875
2025-05-24,2702.6943359375
2025-05-25,2718.302734375
2025-05-26,2726.371337890625
2025-05-27,2844.975830078125
2025-05-28,2835.862548828125
2025-05-29,2815.72265625
2025-05-30,2693.890380859375
2025-05-31,2701.667724609375
2025-06-01,2715.028564453125
2025-06-02,2788.683349609375
2025-06-03,2775.354248046875
2025-06-04,2790.486328125
2025-06-05,2588.451904296875
2025-06-06,2653.9990234375
2025-06-07,2702.638916015625
2025-06-08,2682.80810546875
2025-06-09,2855.371337890625
2025-06-10,3002.4501953125
2025-06-11,2966.74560546875
2025-06-12,2823.25927734375
2025-06-13,2753.861572265625
2025-06-14,2707.03125
2025-06-15,2715.4765625
2025-06-16,2756.355712890625
2025-06-17,2683.604736328125
2025-06-18,2701.398193359375
2025-06-19,2699.30810546875
2025-06-20,2571.192138671875
2025-06-21,2444.994873046875
2025-06-22,2384.8291015625
2025-06-23,2591.1279296875
2025-06-24,2618.00830078125
2025-06-25,2587.882568359375
2025-06-26,2585.80224609375
2025-06-27,2594.79638671875
2025-06-28,2609.054931640625
2025-06-29,2680.309326171875
2025-06-30,2671.337646484375
2025-07-01,2573.1875
2025-07-02,2757.677734375
2025-07-03,2778.393310546875
2025-07-04,2690.495849609375
2025-07-05,2678.47265625
2025-07-06,2754.031494140625
2025-07-07,2721.56640625
2025-07-08,2797.215576171875
2025-07-09,2977.695556640625
2025-07-10,3150.864501953125
2025-07-11,3168.378662109375
2025-07-12,3147.42822265625
2025-07-13,3191.567626953125
2025-07-14,3226.513671875
2025-07-15,3360.6865234375
2025-07-16,3603.8134765625
2025-07-17,3728.04833984375
2025-07-18,3789.77734375
2025-07-19,3835.180908203125
2025-07-20,4013.023193359375
2025-07-21,4026.236328125
2025-07-22,4006.529296875
2025-07-23,3863.32666015625
2025-07-24,3982.601806640625
2025-07-25,3982.626220703125
2025-07-26,4010.173583984375
2025-07-27,4133.63671875
2025-07-28,4065.47119140625
2025-07-29,4059.3154296875
2025-07-30,4057.85986328125
2025-07-31,3963.40087890625
2025-08-01,3734.32763671875
2025-08-02,3641.720458984375
2025-08-03,3746.59716796875
2025-08-04,3987.175537109375
2025-08-05,3868.976806640625
2025-08-06,3941.631591796875
2025-08-07,4183.36376953125
2025-08-08,4302.2021484375
2025-08-09,4566.44384765625
2025-08-10,4549.7099609375
2025-08-11,4532.86083984375
2025-08-12,4931.04638671875
2025-08-13,5101.396484375
2025-08-14,4866.384765625
2025-08-15,4745.859375
2025-08-16,4741.1162109375
2025-08-17,4813.82080078125
2025-08-18,4637.51708984375
2025-08-19,4400.2919921875
2025-08-20,4647.70068359375
2025-08-21,4528.33203125
2025-08-22,5178.27685546875
2025-08-23,5122.09423828125
2025-08-24,5127.62109375
2025-08-25,4694.5283203125
2025-08-26,4926.787109375
2025-08-27,4849.31201171875
2025-08-28,4817.5009765625
2025-08-29,4673.03515625
2025-08-30,4677.03857421875
2025-08-31,4723.5732421875
2025-09-01,4619.2900390625
2025-09-02,4631.43115234375
2025-09-03,4782.10693359375
2025-09-04,4630.947265625
2025-09-05,4626.55712890625
2025-09-06,4591.11669921875
2025-09-07,4639.77783203125
2025-09-08,4627.85693359375
2025-09-09,4630.7978515625
2025-09-10,4665.6826171875
2025-09-11,4792.60302734375
2025-09-12,5040.51171875
2025-09-13,5009.47216796875
2025-09-14,4957.9892578125
2025-09-15,4864.99853515625
2025-09-16,4855.96142578125
2025-09-17,4932.693359375
2025-09-18,4923.61865234375
2025-09-19,4790.2802734375
2025-09-20,4811.62158203125
2025-09-21,4771.173828125
2025-09-22,4517.1376953125
2025-09-23,4482.2578125
2025-09-24,4473.57861328125
2025-09-25,4171.48095703125
2025-09-26,4202.34423828125
