Date,SUSDE-USD
2024-09-10,1.0982979536056519
2024-09-11,1.0988060235977173
2024-09-12,1.0980249643325806
2024-09-13,1.0961450338363647
2024-09-14,1.0977879762649536
2024-09-15,1.0982279777526855
2024-09-16,1.0982190370559692
2024-09-17,1.0976320505142212
2024-09-18,1.0971460342407227
2024-09-19,1.0964239835739136
2024-09-20,1.0978399515151978
2024-09-21,1.1009299755096436
2024-09-22,1.100219964981079
2024-09-23,1.0992079973220825
2024-09-24,1.0991610288619995
2024-09-25,1.0984059572219849
2024-09-26,1.0961370468139648
2024-09-27,1.0990760326385498
2024-09-28,1.1017169952392578
2024-09-29,1.102681040763855
2024-09-30,1.1022119522094727
2024-10-01,1.1027660369873047
2024-10-02,1.1032450199127197
2024-10-03,1.1038340330123901
2024-10-04,1.1038750410079956
2024-10-05,1.1037390232086182
2024-10-06,1.1031899452209473
2024-10-07,1.1038440465927124
2024-10-08,1.1037919521331787
2024-10-09,1.103747010231018
2024-10-10,1.1013790369033813
2024-10-11,1.1026999950408936
2024-10-12,1.1042859554290771
2024-10-13,1.1050000190734863
2024-10-14,1.1053169965744019
2024-10-15,1.1057380437850952
2024-10-16,1.1066290140151978
2024-10-17,1.1067759990692139
2024-10-18,1.1073529720306396
2024-10-19,1.1087470054626465
2024-10-20,1.1092840433120728
2024-10-21,1.1094030141830444
2024-10-22,1.1106489896774292
2024-10-23,1.1095919609069824
2024-10-24,1.1098049879074097
2024-10-25,1.109982967376709
2024-10-26,1.1103579998016357
2024-10-27,1.110867977142334
2024-10-28,1.1120530366897583
2024-10-29,1.1127099990844727
2024-10-30,1.1129230260849
2024-10-31,1.1126600503921509
2024-11-01,1.1135289669036865
2024-11-02,1.1141730546951294
2024-11-03,1.114182949066162
2024-11-04,1.1136749982833862
2024-11-05,1.1160190105438232
2024-11-06,1.1151150465011597
2024-11-07,1.115684986114502
2024-11-08,1.1163849830627441
2024-11-09,1.1168930530548096
2024-11-10,1.1177810430526733
2024-11-11,1.1178280115127563
2024-11-12,1.1182550191879272
2024-11-13,1.1179749965667725
2024-11-14,1.1187260150909424
2024-11-15,1.1199320554733276
2024-11-16,1.1205910444259644
2024-11-17,1.1210830211639404
2024-11-18,1.122270941734314
2024-11-19,1.124148964881897
2024-11-20,1.1234159469604492
2024-11-21,1.1233259439468384
2024-11-22,1.1244529485702515
2024-11-23,1.1256070137023926
2024-11-24,1.1244770288467407
2024-11-25,1.1249560117721558
2024-11-26,1.1254349946975708
2024-11-27,1.1263200044631958
2024-11-28,1.126871943473816
2024-11-29,1.1270740032196045
2024-11-30,1.1279170513153076
2024-12-01,1.1294959783554077
2024-12-02,1.1306439638137817
2024-12-03,1.1313879489898682
2024-12-04,1.1307779550552368
2024-12-05,1.1328790187835693
2024-12-06,1.1321970224380493
2024-12-07,1.1341780424118042
2024-12-08,1.1343770027160645
2024-12-09,1.1333370208740234
2024-12-10,1.1336450576782227
2024-12-11,1.1348810195922852
2024-12-12,1.1357070207595825
2024-12-13,1.1360729932785034
2024-12-14,1.1365920305252075
2024-12-15,1.1370190382003784
2024-12-16,1.1360770463943481
2024-12-17,1.136152982711792
2024-12-18,1.1330209970474243
2024-12-19,1.1298880577087402
2024-12-20,1.1323740482330322
2024-12-21,1.132243037223816
2024-12-22,1.1321890354156494
2024-12-23,1.1331570148468018
2024-12-24,1.133505940437317
2024-12-25,1.133283019065857
2024-12-26,1.1345020532608032
2024-12-27,1.132290005683899
2024-12-28,1.1330070495605469
2024-12-29,1.1321369409561157
2024-12-30,1.1361030340194702
2024-12-31,1.1355129480361938
2025-01-01,1.1376570463180542
2025-01-02,1.137665033340454
2025-01-03,1.1400220394134521
2025-01-04,1.1408300399780273
2025-01-05,1.1426279544830322
2025-01-06,1.1421689987182617
2025-01-07,1.1401389837265015
2025-01-08,1.139098048210144
2025-01-09,1.1407699584960938
2025-01-10,1.140354037284851
2025-01-11,1.1411659717559814
2025-01-12,1.1438159942626953
2025-01-13,1.1427979469299316
2025-01-14,1.144670009613037
2025-01-15,1.1467679738998413
2025-01-16,1.147621989250183
2025-01-17,1.147415041923523
2025-01-18,1.1458170413970947
2025-01-19,1.1413029432296753
2025-01-20,1.1463749408721924
2025-01-21,1.1467540264129639
2025-01-22,1.1469810009002686
2025-01-23,1.1464600563049316
2025-01-24,1.1478650569915771
2025-01-25,1.1492489576339722
2025-01-26,1.1498850584030151
2025-01-27,1.149096965789795
2025-01-28,1.1501020193099976
2025-01-29,1.1497620344161987
2025-01-30,1.1509660482406616
2025-01-31,1.1507400274276733
2025-02-01,1.1504939794540405
2025-02-02,1.147387981414795
2025-02-03,1.146522045135498
2025-02-04,1.144737958908081
2025-02-05,1.1483240127563477
2025-02-06,1.1486860513687134
2025-02-07,1.1498730182647705
2025-02-08,1.150557041168213
2025-02-09,1.1511470079421997
2025-02-10,1.150154948234558
2025-02-11,1.151442050933838
2025-02-12,1.1518809795379639
2025-02-13,1.1529749631881714
2025-02-14,1.1522140502929688
2025-02-15,1.152662992477417
2025-02-16,1.1533910036087036
2025-02-17,1.1531649827957153
2025-02-18,1.1534169912338257
2025-02-19,1.1544569730758667
2025-02-20,1.1545339822769165
2025-02-21,1.148921012878418
2025-02-22,1.1525440216064453
2025-02-23,1.1525150537490845
2025-02-24,1.152405023574829
2025-02-25,1.1538519859313965
2025-02-26,1.1519789695739746
2025-02-27,1.1540640592575073
2025-02-28,1.1540640592575073
2025-03-01,1.1548670530319214
2025-03-02,1.156952977180481
2025-03-03,1.155892014503479
2025-03-04,1.157410979270935
2025-03-05,1.1570630073547363
2025-03-06,1.1582729816436768
2025-03-07,1.1572489738464355
2025-03-08,1.157789945602417
2025-03-09,1.1570290327072144
2025-03-10,1.1562219858169556
2025-03-11,1.1574469804763794
2025-03-12,1.159289002418518
2025-03-13,1.1583000421524048
2025-03-14,1.159674048423767
2025-03-15,1.1590369939804077
2025-03-16,1.1597299575805664
2025-03-17,1.158884048461914
2025-03-18,1.1592069864273071
2025-03-19,1.1592769622802734
2025-03-20,1.1588499546051025
2025-03-21,1.1594480276107788
2025-03-22,1.16041100025177
2025-03-23,1.1604650020599365
2025-03-24,1.1604809761047363
2025-03-25,1.1597809791564941
2025-03-26,1.160241961479187
2025-03-27,1.1593890190124512
2025-03-28,1.1601510047912598
2025-03-29,1.1621830463409424
2025-03-30,1.1630949974060059
2025-03-31,1.1641839742660522
2025-04-01,1.1644539833068848
2025-04-02,1.1654499769210815
2025-04-03,1.1646260023117065
2025-04-04,1.163470983505249
2025-04-05,1.163789987564087
2025-04-06,1.1621869802474976
2025-04-07,1.1624540090560913
2025-04-08,1.1625269651412964
2025-04-09,1.1631109714508057
2025-04-10,1.1632189750671387
2025-04-11,1.163748025894165
2025-04-12,1.1639139652252197
2025-04-13,1.164289951324463
2025-04-14,1.1651899814605713
2025-04-15,1.1653790473937988
2025-04-16,1.1652040481567383
2025-04-17,1.1654319763183594
2025-04-18,1.1655019521713257
2025-04-19,1.165498971939087
2025-04-20,1.1658799648284912
2025-04-21,1.1659059524536133
2025-04-22,1.1670520305633545
2025-04-23,1.1672970056533813
2025-04-24,1.1673489809036255
2025-04-25,1.1676280498504639
2025-04-26,1.1680829524993896
2025-04-27,1.1673530340194702
2025-04-28,1.16777503490448
2025-04-29,1.168612003326416
2025-04-30,1.1684329509735107
2025-05-01,1.168004035949707
2025-05-02,1.167881965637207
2025-05-03,1.1683330535888672
2025-05-04,1.1678550243377686
2025-05-05,1.1689070463180542
2025-05-06,1.1689549684524536
2025-05-07,1.1687599420547485
2025-05-08,1.1702289581298828
2025-05-09,1.1705670356750488
2025-05-10,1.171023964881897
2025-05-11,1.1715680360794067
2025-05-12,1.1724989414215088
2025-05-13,1.1721290349960327
2025-05-14,1.1722240447998047
2025-05-15,1.1724120378494263
2025-05-16,1.1732970476150513
2025-05-17,1.1731719970703125
2025-05-18,1.1728570461273193
2025-05-19,1.1726800203323364
2025-05-20,1.1735819578170776
2025-05-21,1.1737970113754272
2025-05-22,1.1736639738082886
2025-05-23,1.1742039918899536
2025-05-24,1.1740620136260986
2025-05-25,1.1743040084838867
2025-05-26,1.174862027168274
2025-05-27,1.174960970878601
2025-05-28,1.1750210523605347
2025-05-29,1.1733479499816895
2025-05-30,1.174805998802185
2025-05-31,1.1763709783554077
2025-06-01,1.1768239736557007
2025-06-02,1.1759860515594482
2025-06-03,1.1776009798049927
2025-06-04,1.1775840520858765
2025-06-05,1.1772160530090332
2025-06-06,1.1781450510025024
2025-06-07,1.1780409812927246
2025-06-08,1.1778219938278198
2025-06-09,1.177886962890625
2025-06-10,1.1779069900512695
2025-06-11,1.178056001663208
2025-06-12,1.176692008972168
2025-06-13,1.177435040473938
2025-06-14,1.1772760152816772
2025-06-15,1.1770830154418945
2025-06-16,1.1770360469818115
2025-06-17,1.1767560243606567
2025-06-18,1.1775050163269043
2025-06-19,1.1773910522460938
2025-06-20,1.177474021911621
2025-06-21,1.1778030395507812
2025-06-22,1.1776620149612427
2025-06-23,1.1782259941101074
2025-06-24,1.178441047668457
2025-06-25,1.1781500577926636
2025-06-26,1.1771810054779053
2025-06-27,1.1768770217895508
2025-06-28,1.1767100095748901
2025-06-29,1.178002953529358
2025-06-30,1.1778719425201416
2025-07-01,1.1775870323181152
2025-07-02,1.1773539781570435
2025-07-03,1.177880048751831
2025-07-04,1.1781699657440186
2025-07-05,1.1782790422439575
2025-07-06,1.1782029867172241
2025-07-07,1.1787259578704834
2025-07-08,1.179136037826538
2025-07-09,1.1793709993362427
2025-07-10,1.1780699491500854
2025-07-11,1.1791939735412598
2025-07-12,1.1789909601211548
2025-07-13,1.1820180416107178
2025-07-14,1.1808860301971436
2025-07-15,1.1817500591278076
2025-07-16,1.1823660135269165
2025-07-17,1.1835910081863403
2025-07-18,1.1845519542694092
2025-07-19,1.1840779781341553
2025-07-20,1.1843550205230713
2025-07-21,1.184201955795288
2025-07-22,1.1850939989089966
2025-07-23,1.184980034828186
2025-07-24,1.185547947883606
2025-07-25,1.1854360103607178
2025-07-26,1.1858329772949219
2025-07-27,1.1859530210494995
2025-07-28,1.1858890056610107
2025-07-29,1.1859110593795776
2025-07-30,1.1862390041351318
2025-07-31,1.1838330030441284
2025-08-01,1.1854139566421509
2025-08-02,1.1855920553207397
2025-08-03,1.1881049871444702
2025-08-04,1.1880789995193481
2025-08-05,1.1878410577774048
2025-08-06,1.188815951347351
2025-08-07,1.1879359483718872
2025-08-08,1.1863160133361816
2025-08-09,1.1887409687042236
2025-08-10,1.187991976737976
2025-08-11,1.1871609687805176
2025-08-12,1.1863009929656982
2025-08-13,1.1871449947357178
2025-08-14,1.1867209672927856
2025-08-15,1.1873010396957397
2025-08-16,1.1875330209732056
2025-08-17,1.1878859996795654
2025-08-18,1.1879249811172485
2025-08-19,1.1880489587783813
2025-08-20,1.1886459589004517
2025-08-21,1.1888530254364014
2025-08-22,1.1904499530792236
2025-08-23,1.190513014793396
2025-08-24,1.1915589570999146
2025-08-25,1.1917530298233032
2025-08-26,1.1912750005722046
2025-08-27,1.190824031829834
2025-08-28,1.1918749809265137
2025-08-29,1.1915980577468872
2025-08-30,1.191912055015564
2025-08-31,1.1925359964370728
2025-09-01,1.192775011062622
2025-09-02,1.1929069757461548
2025-09-03,1.1943440437316895
2025-09-04,1.1947870254516602
2025-09-05,1.1955130100250244
2025-09-06,1.196344017982483
2025-09-07,1.1954469680786133
2025-09-08,1.1951789855957031
2025-09-09,1.1963980197906494
2025-09-10,1.1960129737854004
2025-09-11,1.196437954902649
2025-09-12,1.197458028793335
2025-09-13,1.1977159976959229
2025-09-14,1.1978509426116943
2025-09-15,1.197854995727539
2025-09-16,1.198207974433899
2025-09-17,1.1973819732666016
2025-09-18,1.1982649564743042
2025-09-19,1.199049949645996
2025-09-20,1.1960140466690063
2025-09-21,1.1973669528961182
2025-09-22,1.1971789598464966
2025-09-23,1.1960560083389282
2025-09-24,1.1960469484329224
2025-09-25,1.196221947669983
2025-09-26,1.196468472480774
